ResponseId,Y_vaccgot2,X_condR,M1_valancR1,M2_motYOU1R,W_pol_ideo,RP_sevR1,RP_likR1,hadcovi1,flushot1,race1R,genderR1,age,educ,income,kidsR,RP_sev1,RP_lik1,gender,kids,covrisk_get_wv1,covrisk_ill_wv1,covrisk_die_wv1,covid_worry_1_wv1,covid_worry_2_wv1,covid_worry_3_wv1,covid_worry_4_wv1
R_2uBpM3WXKQMus11,Null,1,7,7,7,17,12,0,3,0,0,34,5,9,0,20,14,1,0,4,5,5,5,5,5,5
R_2uBxJxoa4YJS10Y,1,4,4,4,4,13,7,Null,1,0,1,27,5,8,0,16,9,2,0,3,3,3,3,5,4,4
R_2UbYp3PZqc4BdLh,Null,1,4,3,5,8,7,Null,0,0,0,21,4,5,1,11,9,1,1,4,3,2,3,5,2,1
R_2uCoglqJCQOqRcH,Null,3,6,5,3,8,3,0,0,0,1,33,2,4,4,11,5,2,4,2,2,1,1,4,3,3
R_2uCzNYfkDDMVuIZ,Null,4,6,6,4,13,7,0,3,0,1,70,4,8,0,16,9,2,0,3,4,2,4,4,4,4
R_2uE7oMVGEzP2DFz,Null,1,4,4,5,17,12,0,0,0,1,35,3,3,3,20,14,2,3,4,5,5,5,5,5,5
R_2UfiN6i0i6fSP9s,Null,3,4,2,3,13,12,0,0,0,1,66,2,4,0,16,14,2,0,4,5,5,4,5,3,4
R_2Uh0mQtnez55HB3,Null,3,6,4,3,13,10,0,1,0,0,39,5,8,2,16,12,1,2,3,5,4,4,4,4,4
R_2uJ6VHbgMJlp8FM,Null,4,6,6,4,9,4,0,2,0,0,40,2,8,3,12,6,1,3,2,3,1,3,3,3,3
R_2uO33xfTm5G5CuR,Null,3,1,1,3,6,5,0,0,1,1,24,5,4,0,9,7,2,0,2,3,2,1,3,2,3
R_2uR7wauxTMxx4pM,0,3,1,1,4,1,4,0,0,1,1,65,3,5,0,4,6,2,0,2,2,2,1,1,1,1
R_2urBuJgVokBZqfs,1,3,7,7,4,9,7,0,3,1,1,90,6,5,0,12,9,2,0,3,4,2,2,3,3,4
R_2uUwvfPQI9UyEVX,0,2,4,4,4,13,8,0,3,0,1,37,5,7,1,16,10,2,1,2,4,4,4,4,4,4
R_2uV4WR3UKe26BKO,Null,3,4,3,4,15,4,0,2,0,0,25,4,7,0,18,6,1,0,2,2,2,4,4,5,5
R_2uVDtTwTMwprv4E,0,2,4,2,2,12,9,0,0,0,0,51,3,7,0,15,11,1,0,3,4,4,4,4,3,4
R_2uvLXJH20ycR429,0,1,2,1,1,10,1,0,0,0,0,34,4,9,0,13,3,1,0,1,1,1,5,4,1,3
R_2uvNZdjV6UqeWpd,Null,2,5,2,6,9,4,0,3,0,1,63,5,10,0,12,6,2,0,2,2,2,3,3,3,3
R_2uvUTJd6uph7VLc,Null,3,7,7,2,1,1,0,0,0,0,37,3,6,0,4,3,1,0,1,1,1,1,1,1,1
R_2uVymkT53nCfTuG,Null,2,4,1,4,8,6,0,0,0,1,50,2,7,0,11,8,2,0,3,3,2,3,4,1,3
R_2uwxgrFatw5VCHe,Null,1,3,2,4,13,5,0,0,1,1,50,3,3,0,16,7,2,0,2,3,2,4,4,4,4
R_2uWzizSAwy4dV1G,0,1,5,1,4,13,7,0,1,0,1,57,3,7,0,16,9,2,0,3,3,3,4,5,2,5
R_2uxrMDyvM8K1v9A,Null,3,5,6,4,17,19,0,3,0,0,61,2,2,0,20,21,1,0,7,7,7,5,5,5,5
R_2uyxzKrhfbBmXqI,1,2,5,3,4,11,7,0,3,1,1,42,6,10,0,14,9,2,0,3,3,3,4,4,3,3
R_2v0MbD1iFefvdKt,0,3,3,Null,6,17,8,0,1,0,0,34,5,6,2,20,10,1,2,2,4,4,5,5,5,5
R_2V1ivBnGH8H3H6G,0,3,4,4,6,14,9,Null,0,0,0,45,5,7,0,17,11,1,0,3,4,4,4,5,4,4
R_2V1J99o1NBqym4m,Null,4,7,Null,2,16,13,1,1,0,0,40,3,9,2,19,15,1,2,6,5,4,5,4,5,5
R_2V1rFsVKtkGetTC,0,1,6,6,4,9,4,0,0,0,1,55,5,3,0,12,6,2,0,2,2,2,2,2,4,4
R_2v20958DmtaixSa,0,2,4,2,3,6,6,0,0,1,1,69,5,4,0,9,8,2,0,2,4,2,2,3,1,3
R_2V24PnKfuHSX44Z,1,1,5,3,3,9,4,0,0,0,1,48,3,7,0,12,6,2,0,2,2,2,3,3,3,3
R_2V2P11rcK1VEiAI,Null,3,7,5,6,11,8,0,0,1,1,69,2,7,0,14,10,2,0,3,4,3,4,4,4,2
R_2V2QjVY1GP3gee9,1,1,6,6,4,13,11,0,3,0,1,45,6,9,3,16,13,2,3,4,5,4,4,4,4,4
R_2V3Dvjbt4jflBdh,Null,1,3,5,2,13,12,0,3,0,0,34,2,2,1,16,14,1,1,5,4,5,5,5,1,5
R_2V442J8RBsQTmu5,Null,3,6,Null,1,3,10,1,1,1,0,35,5,8,1,6,12,1,1,4,4,4,2,1,2,1
R_2V4Sc1sYk2qM3W1,Null,3,7,5,7,9,14,0,1,0,0,31,2,5,0,12,16,1,0,5,5,6,4,3,2,3
R_2v62Nt4drabNp5q,Null,2,6,3,2,10,3,1,3,0,0,43,3,2,1,13,5,1,1,2,2,1,3,4,3,3
R_2v62qJMgEkAeydV,1,3,6,Null,2,17,8,0,3,0,1,60,5,6,0,20,10,2,0,2,4,4,5,5,5,5
R_2v8vbW83d6NHemN,1,1,7,6,4,14,8,1,3,0,1,52,2,4,0,17,10,2,0,3,4,3,4,5,4,4
R_2V8ZIBkFsWupPvK,1,1,4,1,6,16,13,0,3,0,0,39,6,10,5,19,15,1,5,5,6,4,5,5,4,5
R_2V8ZIrrZWV8ZkXp,0,4,1,Null,3,4,6,0,2,0,0,30,2,1,1,7,8,1,1,3,2,3,2,2,2,1
R_2vc8aVsJlImNVip,Null,3,7,7,6,15,15,1,1,0,0,30,6,10,3,18,17,1,3,6,6,5,5,5,4,4
R_2vdCzyBQx1ElFrC,1,3,7,5,4,15,7,1,1,1,0,52,6,7,0,18,9,1,0,2,4,3,4,5,4,5
R_2vdJKKR9jnXLlSL,Null,4,4,4,4,4,1,0,1,0,0,18,2,2,2,7,3,1,2,1,1,1,1,4,1,1
R_2VDu6ajuVbUN6pg,1,1,6,2,2,11,10,0,3,1,0,75,5,9,0,14,12,1,0,4,4,4,4,4,3,3
R_2VdUC3X93aRDnC3,1,2,3,2,7,17,6,Null,0,0,0,39,6,9,0,20,8,1,0,4,2,2,5,5,5,5
R_2VDXru9bAhFcoY1,0,1,5,3,6,11,4,0,3,0,1,22,3,8,0,14,6,2,0,2,2,2,4,5,3,2
R_2VfHFsqRY8nQWXJ,Null,2,4,Null,3,9,7,0,2,0,0,40,5,9,0,12,9,1,0,3,3,3,3,3,2,4
R_2VftoDJwvqFCtQG,Null,1,4,4,3,11,12,0,3,1,0,55,6,8,0,14,14,1,0,4,5,5,4,4,3,3
R_2VgXjnsIeUiGgbL,Null,4,4,2,2,2,4,Null,0,1,0,50,2,7,0,5,6,1,0,2,2,2,1,2,1,1
R_2VI4Reh3wx51KV5,Null,1,6,6,5,15,17,0,3,1,0,27,5,8,0,18,19,1,0,7,6,6,5,4,4,5
R_2vignbaI1gZCjKW,Null,2,4,1,6,12,6,0,3,0,1,89,4,2,0,15,8,2,0,1,4,3,4,5,3,3
R_2VJFu1wqd6XTnlU,Null,3,5,3,3,10,6,1,0,1,1,30,4,5,1,13,8,2,1,4,2,2,4,4,3,2
R_2vjjv8XBLo1clwX,0,1,4,1,2,13,5,0,0,1,1,68,2,2,0,16,7,2,0,2,3,2,3,3,5,5
R_2vjKygUYJ62csaU,Null,4,6,4,4,17,9,0,1,0,1,39,3,6,3,20,11,2,3,4,4,3,5,5,5,5
R_2VJQP8TQqjPMTLc,0,3,7,7,4,5,13,0,0,0,1,42,3,4,1,8,15,2,1,1,7,7,2,2,2,2
R_2VjvrOdbrTodGe1,0,2,4,4,4,8,7,0,3,0,1,45,3,1,0,11,9,2,0,3,3,3,3,4,1,3
R_2vk2HR8XNMSpLc5,0,3,6,6,2,17,11,Null,1,1,1,33,3,2,4,20,13,2,4,4,5,4,5,5,5,5
R_2VkhEtAxxq3Smzr,Null,1,4,1,4,17,9,Null,0,0,1,29,5,5,0,20,11,2,0,3,4,4,5,5,5,5
R_2VLaEMyDiiTfUIZ,0,1,1,1,3,9,7,0,0,0,1,41,3,7,2,12,9,2,2,4,3,2,3,3,3,3
R_2VlLP1bjvyacgpo,0,2,4,1,4,14,5,0,1,1,1,32,5,7,3,17,7,2,3,3,2,2,4,5,4,4
R_2VmWVdQXUuWC4Dh,Null,1,4,2,2,1,4,1,3,1,0,65,5,6,0,4,6,1,0,2,2,2,1,1,1,1
R_2VND9YOv4s8keCJ,1,3,4,3,2,9,7,0,0,1,1,68,6,4,0,12,9,2,0,3,3,3,4,5,2,1
R_2VOtPUs45JekWwm,0,3,7,5,5,10,11,0,2,0,1,22,3,3,0,13,13,2,0,5,3,5,3,3,3,4
R_2VpFnJqyYmfiid4,Null,1,5,4,6,17,12,Null,2,0,1,31,3,2,4,20,14,2,4,2,6,6,5,5,5,5
R_2VPwoTMjHKUMUh3,1,3,4,Null,1,15,11,0,3,1,0,79,6,9,0,18,13,1,0,3,5,5,4,5,4,5
R_2VQE6zU07Judzpu,0,2,4,1,5,10,3,0,0,0,1,30,2,1,2,13,5,2,2,2,2,1,4,5,3,1
R_2VQKGSTHLnH2SXp,0,2,4,1,4,17,8,1,0,0,0,38,3,1,5,20,10,1,5,4,4,2,5,5,5,5
R_2VsZRb8WJMBb2ua,0,3,5,5,4,15,9,1,2,0,1,33,3,7,0,18,11,2,0,4,4,3,5,5,4,4
R_2VvSTzIXw1WPoR4,1,4,4,5,7,9,4,1,3,0,0,40,5,2,0,12,6,1,0,2,2,2,3,3,3,3
R_2VxudLleYA48nnn,Null,3,5,3,6,5,5,0,1,0,1,30,3,5,1,8,7,2,1,1,4,2,2,2,2,2
R_2vYQ0EbsWrj0hvF,1,1,6,4,4,8,6,0,3,1,0,62,6,10,0,11,8,1,0,3,3,2,4,4,2,1
R_2vYSOoxScQpLiWh,1,4,4,3,3,10,6,0,1,0,0,20,4,8,0,13,8,1,0,3,3,2,3,4,3,3
R_2VyZHMYDdXYiD86,0,1,4,1,4,9,6,0,1,0,0,28,4,4,0,12,8,1,0,3,3,2,1,5,3,3
R_2VyzosBmSYr2qoB,Null,1,6,5,3,11,12,0,1,0,0,20,2,6,0,14,14,1,0,5,4,5,3,4,3,4
R_2vZIppVsSJbiTRm,1,4,7,6,6,15,7,0,0,0,1,39,5,4,0,18,9,2,0,2,4,3,4,5,4,5
R_2vZJpSl6nqUwkwD,Null,1,1,Null,6,3,3,1,1,0,0,43,6,9,2,6,5,1,2,2,2,1,1,2,1,2
R_2w19aBjtfBn33Rj,Null,2,3,2,1,1,3,1,1,0,0,33,5,8,2,4,5,1,2,1,2,2,1,1,1,1
R_2w4FH7OkBu6M0FL,1,3,4,3,3,7,6,0,3,0,0,36,6,9,2,10,8,1,2,3,3,2,2,4,2,2
R_2w4xXJTx5qeIW5h,Null,1,1,1,4,4,6,0,3,1,0,75,6,10,0,7,8,1,0,5,2,1,1,4,1,1
R_2w7jgxUlpj7bv8W,0,2,6,5,3,9,6,0,1,0,0,54,6,9,0,12,8,1,0,2,4,2,3,4,2,3
R_2waaJUDk0R8Xqxj,Null,2,5,Null,3,6,9,0,1,0,0,21,2,10,0,9,11,1,0,3,3,5,4,3,1,1
R_2wAbMbqvS1bRsuY,0,1,5,3,5,11,6,0,2,0,0,18,1,4,0,14,8,1,0,3,3,2,4,5,3,2
R_2wAcIK3wM6JXWee,1,4,4,4,4,11,6,0,3,1,0,72,5,10,0,14,8,1,0,2,4,2,3,5,3,3
R_2wBLeAhzxeHT0Ew,0,4,5,1,2,17,10,1,1,0,1,46,3,6,2,20,12,2,2,4,4,4,5,5,5,5
R_2WDaBrHoITquDRa,Null,3,4,1,2,12,6,0,0,0,0,38,3,4,3,15,8,1,3,3,3,2,3,4,4,4
R_2wdANQ4BRXBeH7l,Null,2,6,5,5,6,4,1,3,1,0,71,5,9,0,9,6,1,0,2,2,2,2,2,2,3
R_2WDnJHE7ZqlA5pD,1,1,5,4,5,12,9,0,3,1,0,67,2,3,0,15,11,1,0,3,5,3,4,5,3,3
R_2wEtZ7J3t7bxYTq,Null,1,6,6,4,17,4,0,3,0,0,33,5,8,1,20,6,1,1,2,2,2,5,5,5,5
R_2wFfKfT4CfsjpCB,0,2,6,5,2,8,3,0,3,0,1,39,6,8,0,11,5,2,0,2,2,1,3,4,2,2
R_2wgDrm6Nhakwt2j,Null,2,7,Null,1,17,1,0,3,1,0,46,6,10,2,20,3,1,2,1,1,1,5,5,5,5
R_2wGEBvOCapN1YPG,0,1,5,1,6,14,12,0,3,0,1,33,2,1,0,17,14,2,0,2,6,6,5,5,3,4
R_2wGgNDwwI30WMkG,Null,2,7,6,5,10,8,0,3,0,0,20,3,6,0,13,10,1,0,5,3,2,4,4,3,2
R_2wgKot4zKVRrLGw,Null,2,5,4,6,17,9,1,2,0,0,59,2,9,1,20,11,1,1,4,4,3,5,5,5,5
R_2wgLdbFeT9HL72K,Null,2,5,5,4,13,7,0,0,1,0,33,5,9,0,16,9,1,0,4,3,2,4,4,4,4
R_2WHHDunXdDFcYK7,0,3,5,6,5,17,7,Null,2,0,1,18,5,6,1,20,9,2,1,3,4,2,5,5,5,5
R_2whkZFv8Zz0iiaD,Null,1,7,Null,1,17,19,1,3,0,1,29,5,3,0,20,21,2,0,7,7,7,5,5,5,5
R_2witsO2SSl5RR3B,1,3,6,2,5,15,15,Null,2,0,1,41,5,6,2,18,17,2,2,5,6,6,5,5,4,4
R_2wjDCfCRXRoYdWi,0,2,3,1,7,12,6,0,0,0,1,42,3,5,0,15,8,2,0,2,4,2,4,5,3,3
R_2wjMwLjJ5qD332B,Null,2,7,5,4,5,8,0,3,0,0,43,5,9,0,8,10,1,0,7,2,1,3,3,1,1
R_2wKqHCYnYbzujDx,Null,2,7,1,2,17,1,0,0,0,0,29,2,1,1,20,3,1,1,1,1,1,5,5,5,5
R_2wKrRc8hnrK8XbO,0,4,6,4,3,16,14,1,1,0,1,34,3,4,5,19,16,2,5,5,6,5,4,5,5,5
R_2wKxYr5oWEmewn3,1,3,7,7,5,9,7,0,3,0,1,65,2,4,0,12,9,2,0,2,4,3,3,3,3,3
R_2wMHiY7hMTCK5QR,Null,2,5,6,5,17,7,0,3,0,0,40,6,8,2,20,9,1,2,4,3,2,5,5,5,5
R_2wmn7OFk87ohXRn,0,4,4,4,4,3,4,Null,1,0,1,41,6,9,0,6,6,2,0,2,2,2,1,2,1,2
R_2WMtlr9fCJ5HKb5,0,2,5,5,6,7,5,0,0,1,0,33,5,9,0,10,7,1,0,3,2,2,2,3,2,3
R_2wnNp0R5frNyjbv,Null,1,4,1,6,12,9,0,2,0,0,35,6,10,0,15,11,1,0,2,5,4,4,4,4,3
R_2wnOALzWPZ9omLG,Null,2,4,2,2,4,3,0,3,1,0,72,6,7,0,7,5,1,0,2,2,1,2,3,1,1
R_2wnRlZ31UEDW12r,Null,3,6,7,4,7,9,0,1,0,0,71,5,7,0,10,11,1,0,6,3,2,2,4,3,1
R_2WOJPWYTUTlvXDa,0,2,5,3,4,11,15,Null,0,1,0,51,5,8,0,14,17,1,0,4,7,6,5,5,2,2
R_2wouYCUVMjDtLsw,Null,3,6,6,4,10,1,1,1,0,1,45,5,2,2,13,3,2,2,1,1,1,3,3,4,3
R_2wprJ5lnivSRigP,0,4,5,4,4,17,3,0,2,1,1,19,2,2,1,20,5,2,1,2,2,1,5,5,5,5
R_2wRz7sDuMzJ0B3i,0,2,7,5,1,17,11,0,3,0,1,28,2,1,0,20,13,2,0,4,5,4,5,5,5,5
R_2wS25joV7kbYtyo,Null,4,4,2,2,3,9,0,0,1,0,62,2,8,0,6,11,1,0,3,4,4,2,2,1,1
R_2wSu1oC60CZCREt,Null,2,7,Null,7,17,10,0,3,1,0,40,6,10,2,20,12,1,2,4,4,4,5,5,5,5
R_2WSuNdpBEUHidWx,0,1,4,5,4,16,8,0,0,0,1,32,5,9,0,19,10,2,0,4,4,2,5,5,4,5
R_2wtcspcOR7Afl5h,1,1,1,1,1,3,9,0,3,1,0,68,4,8,0,6,11,1,0,7,2,2,2,2,1,1
R_2wtvn5BPLtKsPNq,0,2,4,3,3,2,2,0,0,0,1,49,5,2,3,5,4,2,3,1,1,2,1,2,1,1
R_2wTVnKQwuAuaqrR,0,3,4,2,4,11,5,0,1,0,1,38,5,9,0,14,7,2,0,3,2,2,4,4,3,3
R_2wTw7z4jBT1F9Nh,1,1,4,Null,3,12,6,1,3,0,0,46,6,9,0,15,8,1,0,1,5,2,5,5,2,3
R_2WUdIzb2jtdln7v,0,2,7,6,4,13,3,0,3,0,1,32,3,7,2,16,5,2,2,2,2,1,4,5,4,3
R_2wugvONNMtEsTiE,0,1,4,4,3,11,8,0,1,0,1,50,2,2,0,14,10,2,0,4,3,3,3,4,4,3
R_2wuiI0TWj4sKXwk,Null,1,2,2,3,15,4,Null,0,0,0,36,3,9,0,18,6,1,0,3,2,1,4,5,4,5
R_2WUslcAwEArT3it,0,3,4,3,4,9,12,0,0,0,1,44,5,6,0,12,14,2,0,6,5,3,4,4,2,2
R_2WUtq7pSRzv7AfL,Null,1,2,3,4,5,3,0,1,0,1,43,4,7,1,8,5,2,1,2,2,1,2,2,2,2
R_2WUxTYwnLXpOUjD,Null,4,7,2,6,13,4,Null,1,0,1,60,5,10,0,16,6,2,0,2,2,2,5,5,2,4
R_2WvdwLoaG6HkNvB,1,2,2,1,4,10,4,0,3,1,0,31,6,5,3,13,6,1,3,3,2,1,3,5,3,2
R_2WvDZltf6DnVTvp,0,2,6,3,2,10,5,0,0,0,0,47,2,6,1,13,7,1,1,2,4,1,5,5,1,2
R_2WVIxZZ1hzJd3cZ,Null,2,4,4,4,10,11,0,1,0,0,54,3,5,0,13,13,1,0,2,6,5,5,4,2,2
R_2WwfnB0Y7kpYdzl,0,1,2,1,3,10,9,0,3,1,0,61,4,7,0,13,11,1,0,4,4,3,3,4,3,3
R_2wykUrjug0NOvfS,Null,4,7,7,6,9,5,Null,0,0,0,58,3,6,0,12,7,1,0,3,2,2,2,4,2,4
R_2WYVC45EBI0xWNJ,0,1,6,7,4,11,10,Null,1,0,0,28,4,1,1,14,12,1,1,5,4,3,3,4,3,4
R_2WYx1kaPBnbN2zc,Null,4,2,4,4,12,7,0,0,0,1,32,3,1,4,15,9,2,4,3,2,4,4,5,3,3
R_2WZ7AB3kcctJCS6,Null,4,5,5,5,10,11,0,1,0,0,40,5,7,1,13,13,1,1,5,4,4,4,3,3,3
R_2wzTPTHa4XIa4ux,Null,3,7,5,5,13,6,1,0,0,1,21,4,2,0,16,8,2,0,4,2,2,4,5,3,4
R_2X1Cwud3WPdV0em,Null,1,4,4,2,9,4,0,1,0,1,34,2,5,0,12,6,2,0,2,2,2,3,3,3,3
R_2X1FZ28Wouc89CU,0,3,4,3,2,6,2,0,2,0,1,30,3,4,1,9,4,2,1,2,1,1,3,4,1,1
R_2X4cvIlpAhbKwtS,Null,1,6,4,4,14,4,0,3,0,1,27,6,4,0,17,6,2,0,2,2,2,4,5,4,4
R_2X6EI1mHwrzSbVB,0,3,6,5,7,14,7,Null,2,0,1,26,2,3,0,17,9,2,0,4,3,2,5,4,4,4
R_2X6weuUo6zKrTTz,Null,2,5,Null,3,11,10,0,3,1,0,77,6,10,0,14,12,1,0,4,4,4,4,4,3,3
R_2XbW8Qtqrmf9SeC,0,3,4,5,5,10,11,0,2,0,1,40,4,9,2,13,13,2,2,5,5,3,4,4,1,4
R_2XbYspyJxRfQfUE,1,1,7,7,5,15,7,0,1,0,1,45,6,5,0,18,9,2,0,3,4,2,5,5,4,4
R_2XcBQh6v4r2UKdf,1,1,7,7,4,17,10,0,3,0,0,66,3,6,0,20,12,1,0,4,4,4,5,5,5,5
R_2xCSkk4u9mPbulQ,1,1,7,5,2,2,4,0,0,0,1,32,3,1,0,5,6,2,0,1,3,2,1,2,1,1
R_2Xd0bTaSJJ3eNLR,1,3,5,5,1,6,5,1,3,1,0,76,3,10,0,9,7,1,0,3,2,2,2,4,1,2
R_2xDyWCSdcM1idpi,1,1,7,7,4,13,9,0,2,0,1,64,5,7,0,16,11,2,0,3,4,4,4,5,4,3
R_2xE7uT10XtzS8bI,1,3,4,2,4,11,5,0,2,0,1,19,2,6,1,14,7,2,1,2,3,2,4,5,3,2
R_2xEIouk7LoD1lvc,Null,4,7,7,2,14,1,0,3,1,0,79,2,9,0,17,3,1,0,1,1,1,4,5,4,4
R_2xF5YRr8xW4aM3w,Null,3,5,Null,5,11,6,0,3,0,0,30,4,7,1,14,8,1,1,3,3,2,4,3,4,3
R_2XgH68x6uBy8klS,Null,3,6,1,4,1,2,1,0,0,0,45,2,3,0,4,4,1,0,1,2,1,1,1,1,1
R_2Xgjej1uBQF32H5,Null,1,6,4,2,1,2,1,1,0,0,20,4,8,0,4,4,1,0,2,1,1,1,1,1,1
R_2Xh5kVtmIExEyOO,1,1,2,1,3,15,10,0,1,1,1,56,3,4,0,18,12,2,0,4,4,4,5,5,4,4
R_2Xh8TGNRYotqeAh,Null,2,4,3,2,17,12,0,3,0,1,68,5,8,1,20,14,2,1,5,5,4,5,5,5,5
R_2XifkjvfVWvIl38,Null,4,5,5,2,7,13,0,1,1,0,48,6,9,1,10,15,1,1,4,5,6,2,3,3,2
R_2xIShd4nfkiKvIi,1,1,4,5,3,14,8,0,2,0,1,35,3,4,1,17,10,2,1,3,4,3,5,5,4,3
R_2Xj2ZytrZ6wb7qe,Null,4,7,7,4,15,4,0,1,0,0,33,3,7,2,18,6,1,2,2,2,2,3,5,5,5
R_2XjI4ZG1daVx9nX,1,1,6,6,4,12,11,0,3,0,0,59,5,10,0,15,13,1,0,4,5,4,5,5,3,2
R_2Xjjsowkp0IjW4g,Null,4,6,Null,4,11,16,1,2,0,0,42,6,6,2,14,18,1,2,6,6,6,4,3,4,3
R_2xJnJCDgPASm3rk,Null,3,5,1,7,12,1,0,3,0,0,46,1,2,2,15,3,1,2,1,1,1,5,5,1,4
R_2xK4sbZiHzdmud0,Null,4,6,4,5,9,4,0,3,0,1,59,1,2,0,12,6,2,0,2,2,2,3,4,2,3
R_2xKL0kGFDx084tR,0,2,4,1,4,11,2,Null,0,0,1,33,1,3,4,14,4,2,4,2,1,1,3,5,3,3
R_2xKUM6uEnntYbMa,0,4,7,7,5,17,5,0,1,0,0,36,3,1,1,20,7,1,1,1,1,5,5,5,5,5
R_2xMgLCNpUASPoIJ,1,3,7,7,5,13,11,0,3,1,1,65,5,6,0,16,13,2,0,1,6,6,4,4,4,4
R_2XnS4Wo6wxe2esQ,Null,2,5,4,4,15,8,0,3,1,0,65,6,9,0,18,10,1,0,3,4,3,5,5,4,4
R_2XoJzOnXWxbmtjZ,0,2,7,5,4,12,4,0,1,0,1,41,5,8,1,15,6,2,1,2,2,2,3,4,4,4
R_2XomBAegqevmrtw,0,2,7,4,2,4,6,0,3,1,0,39,6,7,0,7,8,1,0,2,4,2,2,3,1,1
R_2XpNZLXIqsigpVH,Null,4,1,1,4,10,7,0,2,0,0,20,2,7,1,13,9,1,1,4,4,1,3,2,4,4
R_2xQ8obNMVzDzyAX,0,2,4,2,4,17,8,0,1,0,1,19,2,1,0,20,10,2,0,2,4,4,5,5,5,5
R_2xRi5V776VUrzHs,0,2,3,4,2,3,9,Null,0,1,0,40,4,8,0,6,11,1,0,1,7,3,1,3,1,1
R_2xRW3OGkjMvGZZ4,Null,4,4,3,7,8,7,0,2,0,1,18,3,4,2,11,9,2,2,3,4,2,2,5,3,1
R_2xSjvHjDInrdcol,0,2,6,6,4,12,2,0,3,1,0,49,5,10,1,15,4,1,1,2,1,1,4,4,3,4
R_2xVsrY3LUGEt0dZ,0,1,3,3,6,14,9,0,0,0,1,31,3,2,0,17,11,2,0,3,4,4,5,5,4,3
R_2xWyuueTmLCYZlO,Null,1,6,Null,1,12,11,1,2,0,0,38,6,8,2,15,13,1,2,4,5,4,5,3,3,4
R_2xzdq9ULP0vKXpP,0,4,4,1,6,9,7,0,2,0,1,35,4,4,2,12,9,2,2,6,2,1,4,4,2,2
R_2y13a9m3UWzUAMd,Null,3,6,3,6,10,5,1,1,0,1,24,3,2,0,13,7,2,0,3,3,1,4,5,2,2
R_2y1TzJ750hZHSyG,1,2,5,5,4,8,6,1,1,0,0,22,5,9,0,11,8,1,0,3,3,2,3,4,2,2
R_2Y2DhhSUzqLZbQF,0,2,5,4,6,14,8,0,0,0,1,23,5,9,0,17,10,2,0,4,3,3,4,5,4,4
R_2Y2PJqHAhp0z6Gx,Null,4,6,Null,5,3,4,1,3,0,1,62,6,10,0,6,6,2,0,2,2,2,1,3,1,1
R_2y2xct5j5Mr0qFa,Null,1,4,1,4,1,1,0,1,0,0,43,1,5,0,4,3,1,0,1,1,1,1,1,1,1
R_2Y4AXJWhxuusOjY,0,4,4,1,4,1,1,0,1,0,1,38,6,1,0,4,3,2,0,1,1,1,1,1,1,1
R_2Y4h1dkt5wj9krR,Null,1,4,1,2,15,12,0,0,0,1,58,3,7,0,18,14,2,0,4,5,5,5,5,4,4
R_2Y5hPLBF9FGeGWq,0,1,4,4,5,14,8,Null,1,0,1,42,2,1,2,17,10,2,2,3,4,3,4,5,4,4
R_2Y5hyDO3OtG5J5a,0,4,4,1,4,9,10,Null,0,0,0,45,6,1,0,12,12,1,0,4,4,4,3,3,3,3
R_2y8dKAKkCQGsUWb,0,2,4,5,4,1,1,0,1,0,1,31,4,7,0,4,3,2,0,1,1,1,1,1,1,1
R_2y95ZN4ByVJFbce,Null,1,4,Null,2,4,7,0,3,1,0,76,5,10,0,7,9,1,0,3,3,3,2,3,1,1
R_2y9E4jCrYUUWHy2,Null,3,4,3,4,9,7,0,0,0,1,29,2,3,0,12,9,2,0,3,3,3,3,3,3,3
R_2y9Fl2t6GIYhclg,0,4,5,1,1,4,1,0,1,0,1,58,4,4,0,7,3,2,0,1,1,1,1,1,1,4
R_2y9ppyYRSxYwLfo,0,1,6,5,6,7,6,0,0,0,0,53,3,6,0,10,8,1,0,2,3,3,2,4,2,2
R_2y9qKYykCsHaHtB,0,1,4,4,3,9,6,Null,1,1,0,53,3,8,0,12,8,1,0,3,3,2,3,3,3,3
R_2Y9XJMOJMawKvln,Null,4,6,6,7,5,4,0,3,1,1,49,6,9,1,8,6,2,1,2,2,2,2,2,2,2
R_2Y9Z6QCoobiLVBW,1,3,7,7,5,17,15,0,3,0,1,70,2,4,0,20,17,2,0,4,7,6,5,5,5,5
R_2ya5RPafqbPPsA9,Null,3,4,1,2,9,5,0,0,0,0,40,2,10,0,12,7,1,0,3,2,2,5,5,1,1
R_2YaArc1Mpd58GRX,1,3,6,6,4,13,10,0,3,0,0,66,6,8,0,16,12,1,0,3,5,4,4,5,3,4
R_2YalZrRO7ZpX8gF,Null,4,4,1,6,16,10,0,0,0,0,33,5,7,0,19,12,1,0,4,4,4,5,5,4,5
R_2YbndAOV5AnXgmh,1,3,5,5,2,10,7,0,3,0,1,48,3,9,0,13,9,2,0,3,3,3,3,4,3,3
R_2YD4vcmy7TuhwFG,1,4,6,6,4,15,16,0,3,0,1,65,3,6,0,18,18,2,0,6,6,6,5,5,4,4
R_2yda8r8vBWn2jGx,Null,2,4,1,3,5,6,0,1,1,1,66,4,9,0,8,8,2,0,2,3,3,3,3,1,1
R_2YDGinL53NECrhR,1,3,4,1,2,2,4,0,0,1,0,65,5,9,0,5,6,1,0,2,2,2,1,2,1,1
